workerId,chart,data_size,outcome,outcome_true,responseTime
43ff1572caec929be82f54132f5c7fa5fbc3c09b,WB,300,True,1,3425
43ff1572caec929be82f54132f5c7fa5fbc3c09b,WB,300,False,0,2783
43ff1572caec929be82f54132f5c7fa5fbc3c09b,WB,150,True,1,6759
43ff1572caec929be82f54132f5c7fa5fbc3c09b,WB,300,True,1,5997
43ff1572caec929be82f54132f5c7fa5fbc3c09b,WB,150,False,0,6530
43ff1572caec929be82f54132f5c7fa5fbc3c09b,WB,300,False,0,6057
43ff1572caec929be82f54132f5c7fa5fbc3c09b,WB,300,True,1,2208
43ff1572caec929be82f54132f5c7fa5fbc3c09b,WB,150,False,0,1595
43ff1572caec929be82f54132f5c7fa5fbc3c09b,WB,150,True,1,2525
43ff1572caec929be82f54132f5c7fa5fbc3c09b,WB,75,True,1,4266
43ff1572caec929be82f54132f5c7fa5fbc3c09b,WB,150,True,1,5058
43ff1572caec929be82f54132f5c7fa5fbc3c09b,WB,300,False,0,1951
43ff1572caec929be82f54132f5c7fa5fbc3c09b,WB,75,True,1,2933
43ff1572caec929be82f54132f5c7fa5fbc3c09b,WB,75,False,0,2753
43ff1572caec929be82f54132f5c7fa5fbc3c09b,WB,150,True,1,2232
43ff1572caec929be82f54132f5c7fa5fbc3c09b,WB,150,True,1,1628
43ff1572caec929be82f54132f5c7fa5fbc3c09b,WB,75,True,1,2725
43ff1572caec929be82f54132f5c7fa5fbc3c09b,WB,300,True,1,3153
43ff1572caec929be82f54132f5c7fa5fbc3c09b,WB,150,True,1,4773
c7362b85894d4c548dfdf5a7cbe4f111590fad0e,TM,75,False,0,4323
c7362b85894d4c548dfdf5a7cbe4f111590fad0e,TM,300,False,0,3440
c7362b85894d4c548dfdf5a7cbe4f111590fad0e,TM,75,False,0,1590
c7362b85894d4c548dfdf5a7cbe4f111590fad0e,TM,75,True,1,1867
c7362b85894d4c548dfdf5a7cbe4f111590fad0e,TM,150,False,0,3400
c7362b85894d4c548dfdf5a7cbe4f111590fad0e,TM,75,False,0,1977
c7362b85894d4c548dfdf5a7cbe4f111590fad0e,TM,300,False,0,2861
c7362b85894d4c548dfdf5a7cbe4f111590fad0e,TM,150,True,1,1842
c7362b85894d4c548dfdf5a7cbe4f111590fad0e,TM,300,False,0,3633
c7362b85894d4c548dfdf5a7cbe4f111590fad0e,TM,300,True,1,4121
c7362b85894d4c548dfdf5a7cbe4f111590fad0e,TM,150,True,1,3101
c7362b85894d4c548dfdf5a7cbe4f111590fad0e,TM,300,True,1,3423
c7362b85894d4c548dfdf5a7cbe4f111590fad0e,TM,75,False,0,4240
c7362b85894d4c548dfdf5a7cbe4f111590fad0e,TM,300,False,0,3789
c7362b85894d4c548dfdf5a7cbe4f111590fad0e,TM,150,False,0,3276
c7362b85894d4c548dfdf5a7cbe4f111590fad0e,TM,300,True,1,3647
c7362b85894d4c548dfdf5a7cbe4f111590fad0e,TM,150,True,1,4676
c7362b85894d4c548dfdf5a7cbe4f111590fad0e,TM,75,False,0,3502
c7362b85894d4c548dfdf5a7cbe4f111590fad0e,TM,75,True,1,2745
c7362b85894d4c548dfdf5a7cbe4f111590fad0e,TM,75,True,1,4736
c7362b85894d4c548dfdf5a7cbe4f111590fad0e,TM,150,False,0,4595
c7362b85894d4c548dfdf5a7cbe4f111590fad0e,TM,150,False,0,4590
c7362b85894d4c548dfdf5a7cbe4f111590fad0e,TM,75,False,0,3595
c7362b85894d4c548dfdf5a7cbe4f111590fad0e,TM,300,False,0,2519
c7362b85894d4c548dfdf5a7cbe4f111590fad0e,TM,150,True,1,3608
c7362b85894d4c548dfdf5a7cbe4f111590fad0e,TM,300,True,1,5146
c7362b85894d4c548dfdf5a7cbe4f111590fad0e,TM,150,True,1,3140
30c3711bdc905d2bdc7ac9a1bfcf11b8d8a22de9,WB,150,True,1,2181
30c3711bdc905d2bdc7ac9a1bfcf11b8d8a22de9,WB,75,False,0,2930
30c3711bdc905d2bdc7ac9a1bfcf11b8d8a22de9,WB,300,True,1,3982
30c3711bdc905d2bdc7ac9a1bfcf11b8d8a22de9,WB,150,True,1,2058
30c3711bdc905d2bdc7ac9a1bfcf11b8d8a22de9,WB,75,False,0,1017
30c3711bdc905d2bdc7ac9a1bfcf11b8d8a22de9,WB,75,True,1,2059
30c3711bdc905d2bdc7ac9a1bfcf11b8d8a22de9,WB,150,True,1,1011
30c3711bdc905d2bdc7ac9a1bfcf11b8d8a22de9,WB,75,False,0,1149
30c3711bdc905d2bdc7ac9a1bfcf11b8d8a22de9,WB,75,True,1,1110
30c3711bdc905d2bdc7ac9a1bfcf11b8d8a22de9,WB,75,True,1,2587
30c3711bdc905d2bdc7ac9a1bfcf11b8d8a22de9,WB,150,False,0,979
30c3711bdc905d2bdc7ac9a1bfcf11b8d8a22de9,WB,75,False,0,1445
30c3711bdc905d2bdc7ac9a1bfcf11b8d8a22de9,WB,150,True,1,1317
30c3711bdc905d2bdc7ac9a1bfcf11b8d8a22de9,WB,300,True,1,1670
30c3711bdc905d2bdc7ac9a1bfcf11b8d8a22de9,WB,150,False,0,1037
30c3711bdc905d2bdc7ac9a1bfcf11b8d8a22de9,WB,300,True,1,912
30c3711bdc905d2bdc7ac9a1bfcf11b8d8a22de9,WB,75,True,1,816
30c3711bdc905d2bdc7ac9a1bfcf11b8d8a22de9,WB,300,False,0,1027
30c3711bdc905d2bdc7ac9a1bfcf11b8d8a22de9,WB,75,False,0,1131
30c3711bdc905d2bdc7ac9a1bfcf11b8d8a22de9,WB,300,True,1,1272
30c3711bdc905d2bdc7ac9a1bfcf11b8d8a22de9,WB,300,True,1,1355
30c3711bdc905d2bdc7ac9a1bfcf11b8d8a22de9,WB,300,False,0,1092
30c3711bdc905d2bdc7ac9a1bfcf11b8d8a22de9,WB,300,False,0,1413
30c3711bdc905d2bdc7ac9a1bfcf11b8d8a22de9,WB,300,False,0,1825
30c3711bdc905d2bdc7ac9a1bfcf11b8d8a22de9,WB,150,False,0,826
30c3711bdc905d2bdc7ac9a1bfcf11b8d8a22de9,WB,150,False,0,1242
30c3711bdc905d2bdc7ac9a1bfcf11b8d8a22de9,WB,150,False,0,1090
2e4d9be8ee6c717fa0573b2a59e3727d7f74b6d8,TM,75,False,0,3983
2e4d9be8ee6c717fa0573b2a59e3727d7f74b6d8,TM,75,True,1,3320
2e4d9be8ee6c717fa0573b2a59e3727d7f74b6d8,TM,300,False,0,2332
2e4d9be8ee6c717fa0573b2a59e3727d7f74b6d8,TM,150,True,1,4870
2e4d9be8ee6c717fa0573b2a59e3727d7f74b6d8,TM,75,False,0,4554
2e4d9be8ee6c717fa0573b2a59e3727d7f74b6d8,TM,300,False,0,3911
2e4d9be8ee6c717fa0573b2a59e3727d7f74b6d8,TM,300,False,0,2531
2e4d9be8ee6c717fa0573b2a59e3727d7f74b6d8,TM,150,False,0,3283
2e4d9be8ee6c717fa0573b2a59e3727d7f74b6d8,TM,300,False,0,1531
2e4d9be8ee6c717fa0573b2a59e3727d7f74b6d8,TM,75,False,0,9257
2e4d9be8ee6c717fa0573b2a59e3727d7f74b6d8,TM,75,False,0,1666
2e4d9be8ee6c717fa0573b2a59e3727d7f74b6d8,TM,75,False,0,1045
2e4d9be8ee6c717fa0573b2a59e3727d7f74b6d8,TM,150,True,1,2443
2e4d9be8ee6c717fa0573b2a59e3727d7f74b6d8,TM,75,False,0,3074
2e4d9be8ee6c717fa0573b2a59e3727d7f74b6d8,TM,150,True,1,7491
2e4d9be8ee6c717fa0573b2a59e3727d7f74b6d8,TM,300,True,1,3144
2e4d9be8ee6c717fa0573b2a59e3727d7f74b6d8,TM,75,True,1,2381
2e4d9be8ee6c717fa0573b2a59e3727d7f74b6d8,TM,150,False,0,2204
2e4d9be8ee6c717fa0573b2a59e3727d7f74b6d8,TM,300,False,0,1473
2e4d9be8ee6c717fa0573b2a59e3727d7f74b6d8,TM,150,False,0,2219
2e4d9be8ee6c717fa0573b2a59e3727d7f74b6d8,TM,150,True,1,1926
2e4d9be8ee6c717fa0573b2a59e3727d7f74b6d8,TM,150,False,0,2555
2e4d9be8ee6c717fa0573b2a59e3727d7f74b6d8,TM,300,False,0,2230
2e4d9be8ee6c717fa0573b2a59e3727d7f74b6d8,TM,75,True,1,2301
2e4d9be8ee6c717fa0573b2a59e3727d7f74b6d8,TM,300,True,1,1790
2e4d9be8ee6c717fa0573b2a59e3727d7f74b6d8,TM,150,False,0,1909
2e4d9be8ee6c717fa0573b2a59e3727d7f74b6d8,TM,300,Undecided,0,1624
810c0288bf9912298e5282e9be53a90015d6fca5,TM,75,True,1,4287
810c0288bf9912298e5282e9be53a90015d6fca5,TM,150,False,0,2050
810c0288bf9912298e5282e9be53a90015d6fca5,TM,75,False,0,3348
810c0288bf9912298e5282e9be53a90015d6fca5,TM,300,False,0,2324
810c0288bf9912298e5282e9be53a90015d6fca5,TM,75,True,1,4861
810c0288bf9912298e5282e9be53a90015d6fca5,TM,75,True,1,2366
810c0288bf9912298e5282e9be53a90015d6fca5,TM,150,True,1,1873
810c0288bf9912298e5282e9be53a90015d6fca5,TM,150,True,1,1627
810c0288bf9912298e5282e9be53a90015d6fca5,TM,150,False,0,2025
810c0288bf9912298e5282e9be53a90015d6fca5,TM,75,True,1,2321
810c0288bf9912298e5282e9be53a90015d6fca5,TM,300,True,1,1696
810c0288bf9912298e5282e9be53a90015d6fca5,TM,300,Undecided,0,4545
810c0288bf9912298e5282e9be53a90015d6fca5,TM,150,False,0,3307
810c0288bf9912298e5282e9be53a90015d6fca5,TM,150,False,0,2165
810c0288bf9912298e5282e9be53a90015d6fca5,TM,300,True,1,1624
810c0288bf9912298e5282e9be53a90015d6fca5,TM,150,True,1,1702
810c0288bf9912298e5282e9be53a90015d6fca5,TM,300,Undecided,0,1566
810c0288bf9912298e5282e9be53a90015d6fca5,TM,150,False,0,1873
810c0288bf9912298e5282e9be53a90015d6fca5,TM,300,True,1,2922
810c0288bf9912298e5282e9be53a90015d6fca5,TM,75,True,1,2447
810c0288bf9912298e5282e9be53a90015d6fca5,TM,300,True,1,2700
810c0288bf9912298e5282e9be53a90015d6fca5,TM,75,True,1,1818
810c0288bf9912298e5282e9be53a90015d6fca5,TM,300,Undecided,0,1730
810c0288bf9912298e5282e9be53a90015d6fca5,TM,75,True,1,3363
810c0288bf9912298e5282e9be53a90015d6fca5,TM,75,True,1,1713
810c0288bf9912298e5282e9be53a90015d6fca5,TM,150,False,0,1573
810c0288bf9912298e5282e9be53a90015d6fca5,TM,300,True,1,1447
2417f4e4d9cd899a7033bea89fd27432dd415741,PB,300,True,1,8007
2417f4e4d9cd899a7033bea89fd27432dd415741,PB,75,True,1,2486
2417f4e4d9cd899a7033bea89fd27432dd415741,PB,300,True,1,3292
2417f4e4d9cd899a7033bea89fd27432dd415741,PB,300,False,0,2577
2417f4e4d9cd899a7033bea89fd27432dd415741,PB,150,True,1,1670
2417f4e4d9cd899a7033bea89fd27432dd415741,PB,75,False,0,2118
2417f4e4d9cd899a7033bea89fd27432dd415741,PB,300,True,1,2437
2417f4e4d9cd899a7033bea89fd27432dd415741,PB,75,True,1,2674
2417f4e4d9cd899a7033bea89fd27432dd415741,PB,150,True,1,2963
2417f4e4d9cd899a7033bea89fd27432dd415741,PB,150,True,1,2583
2417f4e4d9cd899a7033bea89fd27432dd415741,PB,75,True,1,2294
2417f4e4d9cd899a7033bea89fd27432dd415741,PB,150,True,1,2752
2417f4e4d9cd899a7033bea89fd27432dd415741,PB,75,True,1,2225
2417f4e4d9cd899a7033bea89fd27432dd415741,PB,75,True,1,3671
2417f4e4d9cd899a7033bea89fd27432dd415741,PB,150,True,1,2606
2417f4e4d9cd899a7033bea89fd27432dd415741,PB,150,True,1,2766
2417f4e4d9cd899a7033bea89fd27432dd415741,PB,75,False,0,1997
2417f4e4d9cd899a7033bea89fd27432dd415741,PB,300,True,1,2088
2417f4e4d9cd899a7033bea89fd27432dd415741,PB,150,False,0,1591
2417f4e4d9cd899a7033bea89fd27432dd415741,PB,75,True,1,2161
2417f4e4d9cd899a7033bea89fd27432dd415741,PB,300,False,0,1490
2417f4e4d9cd899a7033bea89fd27432dd415741,PB,150,False,0,2204
2417f4e4d9cd899a7033bea89fd27432dd415741,PB,300,True,1,2400
2417f4e4d9cd899a7033bea89fd27432dd415741,PB,300,True,1,2956
2417f4e4d9cd899a7033bea89fd27432dd415741,PB,300,True,1,2224
2417f4e4d9cd899a7033bea89fd27432dd415741,PB,75,False,0,1446
2417f4e4d9cd899a7033bea89fd27432dd415741,PB,150,True,1,2497
077fe23c9689998e1950f553283482b9977e0223,TM,150,True,1,8435
077fe23c9689998e1950f553283482b9977e0223,TM,300,True,1,5561
077fe23c9689998e1950f553283482b9977e0223,TM,75,True,1,5966
077fe23c9689998e1950f553283482b9977e0223,TM,300,True,1,3093
077fe23c9689998e1950f553283482b9977e0223,TM,150,False,0,2375
077fe23c9689998e1950f553283482b9977e0223,TM,150,False,0,7120
077fe23c9689998e1950f553283482b9977e0223,TM,300,False,0,2968
077fe23c9689998e1950f553283482b9977e0223,TM,75,True,1,3210
077fe23c9689998e1950f553283482b9977e0223,TM,75,True,1,5204
077fe23c9689998e1950f553283482b9977e0223,TM,75,True,1,13693
077fe23c9689998e1950f553283482b9977e0223,TM,75,True,1,2640
077fe23c9689998e1950f553283482b9977e0223,TM,300,True,1,3206
077fe23c9689998e1950f553283482b9977e0223,TM,150,False,0,7555
077fe23c9689998e1950f553283482b9977e0223,TM,300,False,0,6377
077fe23c9689998e1950f553283482b9977e0223,TM,75,False,0,4431
077fe23c9689998e1950f553283482b9977e0223,TM,150,True,1,3489
077fe23c9689998e1950f553283482b9977e0223,TM,300,True,1,3978
077fe23c9689998e1950f553283482b9977e0223,TM,300,True,1,3536
077fe23c9689998e1950f553283482b9977e0223,TM,75,False,0,5909
077fe23c9689998e1950f553283482b9977e0223,TM,150,True,1,3886
077fe23c9689998e1950f553283482b9977e0223,TM,300,True,1,5265
077fe23c9689998e1950f553283482b9977e0223,TM,150,False,0,8592
077fe23c9689998e1950f553283482b9977e0223,TM,75,True,1,13248
077fe23c9689998e1950f553283482b9977e0223,TM,150,False,0,7134
077fe23c9689998e1950f553283482b9977e0223,TM,300,False,0,5045
077fe23c9689998e1950f553283482b9977e0223,TM,75,True,1,7036
077fe23c9689998e1950f553283482b9977e0223,TM,150,False,0,5155
b4904702b26194128d523404135578789a0a6058,PB,150,True,1,3259
b4904702b26194128d523404135578789a0a6058,PB,75,False,0,4526
b4904702b26194128d523404135578789a0a6058,PB,150,True,1,2464
b4904702b26194128d523404135578789a0a6058,PB,75,True,1,4125
b4904702b26194128d523404135578789a0a6058,PB,75,True,1,4978
b4904702b26194128d523404135578789a0a6058,PB,150,False,0,2657
b4904702b26194128d523404135578789a0a6058,PB,75,True,1,3853
b4904702b26194128d523404135578789a0a6058,PB,150,True,1,4984
b4904702b26194128d523404135578789a0a6058,PB,300,True,1,5072
b4904702b26194128d523404135578789a0a6058,PB,150,False,0,3954
b4904702b26194128d523404135578789a0a6058,PB,75,False,0,4303
b4904702b26194128d523404135578789a0a6058,PB,300,False,0,3380
b4904702b26194128d523404135578789a0a6058,PB,75,True,1,7857
b4904702b26194128d523404135578789a0a6058,PB,150,True,1,3819
b4904702b26194128d523404135578789a0a6058,PB,300,False,0,5714
b4904702b26194128d523404135578789a0a6058,PB,75,True,1,3377
b4904702b26194128d523404135578789a0a6058,PB,150,True,1,2205
b4904702b26194128d523404135578789a0a6058,PB,300,False,0,2353
b4904702b26194128d523404135578789a0a6058,PB,150,False,0,4255
b4904702b26194128d523404135578789a0a6058,PB,300,True,1,2241
b4904702b26194128d523404135578789a0a6058,PB,75,True,1,6823
b4904702b26194128d523404135578789a0a6058,PB,300,True,1,3988
b4904702b26194128d523404135578789a0a6058,PB,300,True,1,2857
b4904702b26194128d523404135578789a0a6058,PB,300,True,1,2761
b4904702b26194128d523404135578789a0a6058,PB,300,True,1,2796
b4904702b26194128d523404135578789a0a6058,PB,75,True,1,2287
b4904702b26194128d523404135578789a0a6058,PB,150,True,1,2101
36a8a89bb7b773b6eb25502662c3ba04465975ec,TM,150,True,1,8126
36a8a89bb7b773b6eb25502662c3ba04465975ec,TM,75,True,1,3034
36a8a89bb7b773b6eb25502662c3ba04465975ec,TM,150,True,1,4954
36a8a89bb7b773b6eb25502662c3ba04465975ec,TM,75,False,0,5685
36a8a89bb7b773b6eb25502662c3ba04465975ec,TM,300,False,0,6098
36a8a89bb7b773b6eb25502662c3ba04465975ec,TM,300,True,1,4847
36a8a89bb7b773b6eb25502662c3ba04465975ec,TM,300,True,1,5768
36a8a89bb7b773b6eb25502662c3ba04465975ec,TM,150,False,0,5166
36a8a89bb7b773b6eb25502662c3ba04465975ec,TM,75,False,0,4920
36a8a89bb7b773b6eb25502662c3ba04465975ec,TM,150,False,0,6725
36a8a89bb7b773b6eb25502662c3ba04465975ec,TM,150,True,1,5555
36a8a89bb7b773b6eb25502662c3ba04465975ec,TM,150,False,0,3262
36a8a89bb7b773b6eb25502662c3ba04465975ec,TM,300,True,1,7269
36a8a89bb7b773b6eb25502662c3ba04465975ec,TM,300,False,0,4158
