workerId,chart,data_size,true_rank,error,responseTime
f1f0535fa4b0b407a8caed37532881b408a49012,WB,150,120,2.6666666666666665,7866
f1f0535fa4b0b407a8caed37532881b408a49012,WB,75,60,4,3703
f1f0535fa4b0b407a8caed37532881b408a49012,WB,150,30,3.3333333333333335,7239
f1f0535fa4b0b407a8caed37532881b408a49012,WB,150,70,8.666666666666666,4914
f1f0535fa4b0b407a8caed37532881b408a49012,WB,300,160,15.333333333333334,5382
f1f0535fa4b0b407a8caed37532881b408a49012,WB,150,130,4.666666666666667,3284
f1f0535fa4b0b407a8caed37532881b408a49012,WB,75,20,9.333333333333334,7734
f1f0535fa4b0b407a8caed37532881b408a49012,WB,75,35,0,9048
f1f0535fa4b0b407a8caed37532881b408a49012,WB,75,10,5.333333333333333,5870
f1f0535fa4b0b407a8caed37532881b408a49012,WB,75,20,4,6460
171fe4f413b24865c3b456817a833a063ccd79b3,WB,75,30,2.6666666666666665,5725
171fe4f413b24865c3b456817a833a063ccd79b3,WB,300,140,8.666666666666666,12329
171fe4f413b24865c3b456817a833a063ccd79b3,WB,300,160,6.333333333333333,5070
171fe4f413b24865c3b456817a833a063ccd79b3,WB,300,100,16.333333333333332,9505
171fe4f413b24865c3b456817a833a063ccd79b3,WB,300,40,5.333333333333333,8847
171fe4f413b24865c3b456817a833a063ccd79b3,WB,150,20,5.333333333333333,3337
171fe4f413b24865c3b456817a833a063ccd79b3,WB,150,110,20.666666666666668,7173
171fe4f413b24865c3b456817a833a063ccd79b3,WB,75,40,8,11049
171fe4f413b24865c3b456817a833a063ccd79b3,WB,75,70,2.6666666666666665,6594
171fe4f413b24865c3b456817a833a063ccd79b3,WB,150,140,2,7181
171fe4f413b24865c3b456817a833a063ccd79b3,WB,75,60,1.3333333333333333,3164
171fe4f413b24865c3b456817a833a063ccd79b3,WB,300,180,7.333333333333333,5046
171fe4f413b24865c3b456817a833a063ccd79b3,WB,75,15,2.6666666666666665,6310
171fe4f413b24865c3b456817a833a063ccd79b3,WB,300,220,11.666666666666666,5846
171fe4f413b24865c3b456817a833a063ccd79b3,WB,150,70,8.666666666666666,3336
171fe4f413b24865c3b456817a833a063ccd79b3,WB,150,90,1.3333333333333333,4308
171fe4f413b24865c3b456817a833a063ccd79b3,WB,150,50,10.666666666666666,5891
171fe4f413b24865c3b456817a833a063ccd79b3,WB,300,80,3.6666666666666665,8670
171fe4f413b24865c3b456817a833a063ccd79b3,WB,150,70,0,6008
171fe4f413b24865c3b456817a833a063ccd79b3,WB,150,30,3.3333333333333335,3521
171fe4f413b24865c3b456817a833a063ccd79b3,WB,75,40,6.666666666666667,5903
171fe4f413b24865c3b456817a833a063ccd79b3,WB,75,5,1.3333333333333333,3152
171fe4f413b24865c3b456817a833a063ccd79b3,WB,75,55,2.6666666666666665,5687
171fe4f413b24865c3b456817a833a063ccd79b3,WB,300,260,5,6019
171fe4f413b24865c3b456817a833a063ccd79b3,WB,75,15,2.6666666666666665,3796
171fe4f413b24865c3b456817a833a063ccd79b3,WB,300,180,22.666666666666668,6455
171fe4f413b24865c3b456817a833a063ccd79b3,WB,300,220,3.3333333333333335,4235
171fe4f413b24865c3b456817a833a063ccd79b3,WB,150,120,2.6666666666666665,5895
171fe4f413b24865c3b456817a833a063ccd79b3,WB,75,45,8,3817
171fe4f413b24865c3b456817a833a063ccd79b3,WB,150,110,3.3333333333333335,4544
3f61ef5e75b76bf9515d0ad649eff075481e9051,PB,150,60,6.666666666666667,11538
3f61ef5e75b76bf9515d0ad649eff075481e9051,PB,75,40,1.3333333333333333,9240
3f61ef5e75b76bf9515d0ad649eff075481e9051,PB,75,50,5.333333333333333,10497
3f61ef5e75b76bf9515d0ad649eff075481e9051,PB,75,60,1.3333333333333333,3872
3f61ef5e75b76bf9515d0ad649eff075481e9051,PB,150,60,2,6734
3f61ef5e75b76bf9515d0ad649eff075481e9051,PB,150,10,1.3333333333333333,4737
3f61ef5e75b76bf9515d0ad649eff075481e9051,PB,300,140,15,4964
3f61ef5e75b76bf9515d0ad649eff075481e9051,PB,150,20,3.3333333333333335,4428
3f61ef5e75b76bf9515d0ad649eff075481e9051,PB,150,100,10,6638
3f61ef5e75b76bf9515d0ad649eff075481e9051,PB,75,5,1.3333333333333333,2593
3f61ef5e75b76bf9515d0ad649eff075481e9051,PB,300,140,6,5073
3f61ef5e75b76bf9515d0ad649eff075481e9051,PB,300,120,2,6878
3f61ef5e75b76bf9515d0ad649eff075481e9051,PB,75,15,2.6666666666666665,3302
3f61ef5e75b76bf9515d0ad649eff075481e9051,PB,75,65,4,2567
3f61ef5e75b76bf9515d0ad649eff075481e9051,PB,150,80,0.6666666666666666,4274
3f61ef5e75b76bf9515d0ad649eff075481e9051,PB,150,110,9.333333333333334,5764
3f61ef5e75b76bf9515d0ad649eff075481e9051,PB,300,20,1.3333333333333333,2525
3f61ef5e75b76bf9515d0ad649eff075481e9051,PB,300,220,3.3333333333333335,2797
3f61ef5e75b76bf9515d0ad649eff075481e9051,PB,300,80,9.666666666666666,5471
3f61ef5e75b76bf9515d0ad649eff075481e9051,PB,300,280,1.6666666666666667,3232
3f61ef5e75b76bf9515d0ad649eff075481e9051,PB,150,30,2.6666666666666665,3809
3f61ef5e75b76bf9515d0ad649eff075481e9051,PB,75,65,10.666666666666666,3548
3f61ef5e75b76bf9515d0ad649eff075481e9051,PB,300,160,6.333333333333333,5246
3f61ef5e75b76bf9515d0ad649eff075481e9051,PB,300,200,16,4444
3f61ef5e75b76bf9515d0ad649eff075481e9051,PB,75,35,0,2959
3f61ef5e75b76bf9515d0ad649eff075481e9051,PB,300,80,3.6666666666666665,3205
3f61ef5e75b76bf9515d0ad649eff075481e9051,PB,150,80,8,3407
3f61ef5e75b76bf9515d0ad649eff075481e9051,PB,150,140,2,2515
3f61ef5e75b76bf9515d0ad649eff075481e9051,PB,75,30,2.6666666666666665,5408
3f61ef5e75b76bf9515d0ad649eff075481e9051,PB,75,15,2.6666666666666665,2966
8c8cb67ada42d4cf6f6d65d4ec85119579ef966d,WB,150,30,3.3333333333333335,17932
8c8cb67ada42d4cf6f6d65d4ec85119579ef966d,WB,75,40,1.3333333333333333,8094
8c8cb67ada42d4cf6f6d65d4ec85119579ef966d,WB,150,120,2.6666666666666665,11050
8c8cb67ada42d4cf6f6d65d4ec85119579ef966d,WB,150,120,3.3333333333333335,8935
8c8cb67ada42d4cf6f6d65d4ec85119579ef966d,WB,75,65,4,5307
8c8cb67ada42d4cf6f6d65d4ec85119579ef966d,WB,300,60,3,13457
8c8cb67ada42d4cf6f6d65d4ec85119579ef966d,WB,150,30,2.6666666666666665,12571
8c8cb67ada42d4cf6f6d65d4ec85119579ef966d,WB,150,70,8.666666666666666,5223
8c8cb67ada42d4cf6f6d65d4ec85119579ef966d,WB,75,45,1.3333333333333333,4340
8c8cb67ada42d4cf6f6d65d4ec85119579ef966d,WB,150,10,1.3333333333333333,5480
8c8cb67ada42d4cf6f6d65d4ec85119579ef966d,WB,300,240,2.6666666666666665,6676
8c8cb67ada42d4cf6f6d65d4ec85119579ef966d,WB,300,180,1.6666666666666667,10515
8c8cb67ada42d4cf6f6d65d4ec85119579ef966d,WB,300,20,1.3333333333333333,3218
8c8cb67ada42d4cf6f6d65d4ec85119579ef966d,WB,300,200,10,12555
8c8cb67ada42d4cf6f6d65d4ec85119579ef966d,WB,75,30,2.6666666666666665,4583
8c8cb67ada42d4cf6f6d65d4ec85119579ef966d,WB,75,60,4,6384
8c8cb67ada42d4cf6f6d65d4ec85119579ef966d,WB,75,60,1.3333333333333333,9561
8c8cb67ada42d4cf6f6d65d4ec85119579ef966d,WB,75,15,2.6666666666666665,4588
8c8cb67ada42d4cf6f6d65d4ec85119579ef966d,WB,150,130,4.666666666666667,7434
8c8cb67ada42d4cf6f6d65d4ec85119579ef966d,WB,75,35,0,7076
8c8cb67ada42d4cf6f6d65d4ec85119579ef966d,WB,150,80,6.666666666666667,5364
8c8cb67ada42d4cf6f6d65d4ec85119579ef966d,WB,300,160,15.333333333333334,4756
8c8cb67ada42d4cf6f6d65d4ec85119579ef966d,WB,150,80,0.6666666666666666,11066
8c8cb67ada42d4cf6f6d65d4ec85119579ef966d,WB,300,160,6.333333333333333,11195
8c8cb67ada42d4cf6f6d65d4ec85119579ef966d,WB,300,200,14,8282
8c8cb67ada42d4cf6f6d65d4ec85119579ef966d,WB,300,60,3,8183
8c8cb67ada42d4cf6f6d65d4ec85119579ef966d,WB,150,90,1.3333333333333333,15116
8c8cb67ada42d4cf6f6d65d4ec85119579ef966d,WB,300,280,1.6666666666666667,6420
8c8cb67ada42d4cf6f6d65d4ec85119579ef966d,WB,75,5,1.3333333333333333,8505
8c8cb67ada42d4cf6f6d65d4ec85119579ef966d,WB,75,15,2.6666666666666665,3249
df75f321453196179150e412b71f744161b2c5e7,TM,75,30,2.6666666666666665,4251
df75f321453196179150e412b71f744161b2c5e7,TM,300,140,23.666666666666668,1375
df75f321453196179150e412b71f744161b2c5e7,TM,300,80,26,3460
df75f321453196179150e412b71f744161b2c5e7,TM,150,40,18.666666666666668,1232
df75f321453196179150e412b71f744161b2c5e7,TM,75,25,57.333333333333336,1391
df75f321453196179150e412b71f744161b2c5e7,TM,150,60,51.333333333333336,1408
df75f321453196179150e412b71f744161b2c5e7,TM,300,100,49.333333333333336,1059
df75f321453196179150e412b71f744161b2c5e7,TM,300,80,20.333333333333332,1252
df75f321453196179150e412b71f744161b2c5e7,TM,150,40,11.333333333333334,941
df75f321453196179150e412b71f744161b2c5e7,TM,300,100,43.333333333333336,1063
df75f321453196179150e412b71f744161b2c5e7,TM,75,25,42.666666666666664,1440
df75f321453196179150e412b71f744161b2c5e7,TM,300,140,29.666666666666668,935
df75f321453196179150e412b71f744161b2c5e7,TM,150,80,0.6666666666666666,1074
df75f321453196179150e412b71f744161b2c5e7,TM,150,70,0,931
df75f321453196179150e412b71f744161b2c5e7,TM,75,25,18.666666666666668,1079
df75f321453196179150e412b71f744161b2c5e7,TM,150,40,4,917
df75f321453196179150e412b71f744161b2c5e7,TM,150,30,62.666666666666664,960
df75f321453196179150e412b71f744161b2c5e7,TM,300,120,21.666666666666668,1154
df75f321453196179150e412b71f744161b2c5e7,TM,75,40,45.333333333333336,975
df75f321453196179150e412b71f744161b2c5e7,TM,150,70,30,965
df75f321453196179150e412b71f744161b2c5e7,TM,75,55,26.666666666666668,2133
df75f321453196179150e412b71f744161b2c5e7,TM,300,240,11.666666666666666,1135
df75f321453196179150e412b71f744161b2c5e7,TM,75,65,69.33333333333333,1181
df75f321453196179150e412b71f744161b2c5e7,TM,75,25,28,1437
df75f321453196179150e412b71f744161b2c5e7,TM,150,100,50,1073
df75f321453196179150e412b71f744161b2c5e7,TM,300,240,72,878
df75f321453196179150e412b71f744161b2c5e7,TM,300,260,48.666666666666664,1059
df75f321453196179150e412b71f744161b2c5e7,TM,150,130,25.333333333333332,1029
df75f321453196179150e412b71f744161b2c5e7,TM,75,65,64,993
df75f321453196179150e412b71f744161b2c5e7,TM,75,55,8,1212
85448b8f10a9bff7a3e46d8c6a210e95158e4108,PB,75,35,0,4160
85448b8f10a9bff7a3e46d8c6a210e95158e4108,PB,300,60,12,17505
85448b8f10a9bff7a3e46d8c6a210e95158e4108,PB,150,70,0,8374
85448b8f10a9bff7a3e46d8c6a210e95158e4108,PB,75,45,1.3333333333333333,4470
85448b8f10a9bff7a3e46d8c6a210e95158e4108,PB,75,70,2.6666666666666665,6446
85448b8f10a9bff7a3e46d8c6a210e95158e4108,PB,300,160,0.6666666666666666,5748
85448b8f10a9bff7a3e46d8c6a210e95158e4108,PB,150,80,0.6666666666666666,5640
85448b8f10a9bff7a3e46d8c6a210e95158e4108,PB,300,60,3,12443
85448b8f10a9bff7a3e46d8c6a210e95158e4108,PB,150,30,3.3333333333333335,11284
85448b8f10a9bff7a3e46d8c6a210e95158e4108,PB,150,40,4,9453
85448b8f10a9bff7a3e46d8c6a210e95158e4108,PB,150,100,5.333333333333333,10636
85448b8f10a9bff7a3e46d8c6a210e95158e4108,PB,150,20,5.333333333333333,7530
85448b8f10a9bff7a3e46d8c6a210e95158e4108,PB,150,140,2,5697
85448b8f10a9bff7a3e46d8c6a210e95158e4108,PB,150,60,2,6079
85448b8f10a9bff7a3e46d8c6a210e95158e4108,PB,150,120,2.6666666666666665,10336
85448b8f10a9bff7a3e46d8c6a210e95158e4108,PB,75,15,2.6666666666666665,5560
85448b8f10a9bff7a3e46d8c6a210e95158e4108,PB,75,30,2.6666666666666665,4977
85448b8f10a9bff7a3e46d8c6a210e95158e4108,PB,75,10,5.333333333333333,4316
85448b8f10a9bff7a3e46d8c6a210e95158e4108,PB,300,260,5,18314
85448b8f10a9bff7a3e46d8c6a210e95158e4108,PB,300,60,3,14569
85448b8f10a9bff7a3e46d8c6a210e95158e4108,PB,75,40,1.3333333333333333,5768
85448b8f10a9bff7a3e46d8c6a210e95158e4108,PB,75,65,5.333333333333333,9484
85448b8f10a9bff7a3e46d8c6a210e95158e4108,PB,300,180,1.6666666666666667,7037
85448b8f10a9bff7a3e46d8c6a210e95158e4108,PB,300,140,0.3333333333333333,8583
85448b8f10a9bff7a3e46d8c6a210e95158e4108,PB,75,20,4,3074
85448b8f10a9bff7a3e46d8c6a210e95158e4108,PB,300,120,2,4048
85448b8f10a9bff7a3e46d8c6a210e95158e4108,PB,300,200,16,8996
85448b8f10a9bff7a3e46d8c6a210e95158e4108,PB,75,60,4,7207
85448b8f10a9bff7a3e46d8c6a210e95158e4108,PB,300,200,10,9009
85448b8f10a9bff7a3e46d8c6a210e95158e4108,PB,150,120,3.3333333333333335,10915
9603acbfa882038e4e06e89e7841d2245be235ee,PB,300,220,11.666666666666666,24744
9603acbfa882038e4e06e89e7841d2245be235ee,PB,75,40,1.3333333333333333,11618
9603acbfa882038e4e06e89e7841d2245be235ee,PB,300,240,2.6666666666666665,17051
9603acbfa882038e4e06e89e7841d2245be235ee,PB,150,140,2,16426
9603acbfa882038e4e06e89e7841d2245be235ee,PB,150,120,3.3333333333333335,13604
9603acbfa882038e4e06e89e7841d2245be235ee,PB,150,10,1.3333333333333333,9492
9603acbfa882038e4e06e89e7841d2245be235ee,PB,75,20,4,9377
9603acbfa882038e4e06e89e7841d2245be235ee,PB,75,50,5.333333333333333,12809
9603acbfa882038e4e06e89e7841d2245be235ee,PB,300,20,1.3333333333333333,5238
9603acbfa882038e4e06e89e7841d2245be235ee,PB,150,120,2.6666666666666665,30602
9603acbfa882038e4e06e89e7841d2245be235ee,PB,75,60,1.3333333333333333,12393
9603acbfa882038e4e06e89e7841d2245be235ee,PB,300,100,4.666666666666667,12205
9603acbfa882038e4e06e89e7841d2245be235ee,PB,75,30,2.6666666666666665,6794
9603acbfa882038e4e06e89e7841d2245be235ee,PB,300,160,0.6666666666666666,24256
9603acbfa882038e4e06e89e7841d2245be235ee,PB,150,80,0.6666666666666666,10495
9603acbfa882038e4e06e89e7841d2245be235ee,PB,300,140,0.3333333333333333,11828
9603acbfa882038e4e06e89e7841d2245be235ee,PB,75,15,2.6666666666666665,8897
9603acbfa882038e4e06e89e7841d2245be235ee,PB,150,30,3.3333333333333335,6782
9603acbfa882038e4e06e89e7841d2245be235ee,PB,75,35,0,13073
9603acbfa882038e4e06e89e7841d2245be235ee,PB,150,60,2,7044
9603acbfa882038e4e06e89e7841d2245be235ee,PB,300,60,3,8964
9603acbfa882038e4e06e89e7841d2245be235ee,PB,75,10,5.333333333333333,5169
9603acbfa882038e4e06e89e7841d2245be235ee,PB,300,260,10,22413
9603acbfa882038e4e06e89e7841d2245be235ee,PB,75,60,4,12018
9603acbfa882038e4e06e89e7841d2245be235ee,PB,300,80,3.6666666666666665,11721
9603acbfa882038e4e06e89e7841d2245be235ee,PB,150,90,1.3333333333333333,8871
9603acbfa882038e4e06e89e7841d2245be235ee,PB,150,40,4,9930
