distance,task,workerId,isCorrect,chart,time,dataSize
0.15,RANK,A63U6I4JM5APR,0,PB,4.21,75
0.01,RANK,A63U6I4JM5APR,1,PB,5.79,75
0.15,RANK,A63U6I4JM5APR,0,PB,6.476,150
0.05,RANK,A63U6I4JM5APR,0,PB,5.5,300
0.06,RANK,A63U6I4JM5APR,0,PB,4.932,300
0.13,RANK,A63U6I4JM5APR,0,PB,4.316,150
0.03,RANK,A63U6I4JM5APR,1,PB,4.026,75
0.05,RANK,A63U6I4JM5APR,1,PB,3.068,75
0.03,RANK,A63U6I4JM5APR,1,PB,4.608,75
0.1,RANK,A63U6I4JM5APR,0,PB,5.43,300
0.11,RANK,A63U6I4JM5APR,0,PB,5.52,150
0.07,RANK,A2HM35CWB7IIFM,1,PB,9.18,75
0.26,RANK,A2HM35CWB7IIFM,0,PB,15.272,150
0.03,RANK,A2HM35CWB7IIFM,0,PB,8.594,300
0.16,RANK,A2HM35CWB7IIFM,0,PB,8.38,150
0.07,RANK,A2HM35CWB7IIFM,0,PB,9.51,300
0.04,RANK,A2HM35CWB7IIFM,1,PB,7.16,75
0.03,RANK,A2HM35CWB7IIFM,1,PB,7.826,75
0.06,RANK,A2HM35CWB7IIFM,0,PB,9.15,300
0.08,RANK,A2HM35CWB7IIFM,0,PB,8.85,300
0.17,RANK,A2HM35CWB7IIFM,0,PB,7.002,150
0.09,RANK,A2HM35CWB7IIFM,1,PB,6.898,75
0.01,RANK,A2HM35CWB7IIFM,1,PB,8.976,150
0.04,RANK,A2HM35CWB7IIFM,0,PB,9.784,300
0.12,RANK,A2HM35CWB7IIFM,1,PB,7.866,75
0.05,RANK,A2HM35CWB7IIFM,1,PB,6.446,75
0.15,RANK,A2HM35CWB7IIFM,0,PB,9.326,150
0.0,RANK,A2HM35CWB7IIFM,1,PB,7.42,150
0.05,RANK,A2HM35CWB7IIFM,0,PB,6.254,300
0.01,RANK,A2HM35CWB7IIFM,1,PB,9.18,150
0.11,RANK,A2HM35CWB7IIFM,0,PB,6.726,150
0.18,RANK,A2HM35CWB7IIFM,0,PB,7.47,150
0.15,RANK,A2HM35CWB7IIFM,0,PB,6.33,75
0.23,RANK,A2HM35CWB7IIFM,0,PB,5.22,150
0.11,RANK,A2HM35CWB7IIFM,1,PB,7.56,75
0.16,RANK,A2HM35CWB7IIFM,0,PB,8.218,300
0.05,RANK,A2HM35CWB7IIFM,1,PB,7.56,75
0.05,RANK,A2HM35CWB7IIFM,0,PB,10.75,300
0.15,RANK,A2HM35CWB7IIFM,0,PB,5.384,300
0.04,RANK,A2HM35CWB7IIFM,1,PB,8.41,75
0.23,RANK,A2HM35CWB7IIFM,0,PB,5.852,300
0.01,RANK,ATHS9CW2FLYUY,1,ZP,3.837,75
0.03,RANK,ATHS9CW2FLYUY,1,ZP,2.741,150
0.03,RANK,ATHS9CW2FLYUY,1,ZP,2.394,300
0.02,RANK,ATHS9CW2FLYUY,1,ZP,2.122,150
0.11,RANK,ATHS9CW2FLYUY,0,ZP,2.905,150
0.07,RANK,ATHS9CW2FLYUY,0,ZP,1.871,300
0.04,RANK,ATHS9CW2FLYUY,1,ZP,1.828,150
0.05,RANK,ATHS9CW2FLYUY,1,ZP,5.681,75
0.12,RANK,ATHS9CW2FLYUY,0,ZP,2.756,150
0.05,RANK,ATHS9CW2FLYUY,0,ZP,3.72,300
0.03,RANK,ATHS9CW2FLYUY,1,ZP,3.332,150
0.03,RANK,ATHS9CW2FLYUY,1,ZP,2.865,75
0.07,RANK,ATHS9CW2FLYUY,0,ZP,2.256,150
0.0,RANK,ATHS9CW2FLYUY,1,ZP,2.303,300
0.03,RANK,ATHS9CW2FLYUY,0,ZP,2.675,300
0.05,RANK,ATHS9CW2FLYUY,1,ZP,2.475,75
0.03,RANK,ATHS9CW2FLYUY,1,ZP,3.422,75
0.05,RANK,ATHS9CW2FLYUY,0,ZP,1.893,300
0.03,RANK,ATHS9CW2FLYUY,1,ZP,4.655,300
0.22,RANK,ATHS9CW2FLYUY,0,ZP,10.731,300
0.03,RANK,ATHS9CW2FLYUY,1,ZP,3.116,150
0.09,RANK,ATHS9CW2FLYUY,0,ZP,1.959,300
0.04,RANK,ATHS9CW2FLYUY,1,ZP,2.776,75
0.14,RANK,ATHS9CW2FLYUY,0,ZP,1.543,150
0.16,RANK,ATHS9CW2FLYUY,0,ZP,1.51,75
0.07,RANK,ATHS9CW2FLYUY,1,ZP,2.19,75
0.05,RANK,ATHS9CW2FLYUY,1,ZP,1.057,75
0.01,RANK,ATHS9CW2FLYUY,1,ZP,2.295,150
0.04,RANK,ATHS9CW2FLYUY,1,ZP,2.097,75
0.03,RANK,ATHS9CW2FLYUY,1,ZP,1.479,300
0.04,RANK,A1NM7ZPZ3NH412,1,KB,3.685,75
0.26,RANK,A1NM7ZPZ3NH412,0,KB,0.076,150
0.15,RANK,A1NM7ZPZ3NH412,0,KB,2.145,75
0.18,RANK,A1NM7ZPZ3NH412,0,KB,3.35,300
0.07,RANK,A1NM7ZPZ3NH412,0,KB,2.082,300
0.09,RANK,A1NM7ZPZ3NH412,0,KB,3.259,150
0.18,RANK,A1NM7ZPZ3NH412,0,KB,4.875,75
0.03,RANK,A1NM7ZPZ3NH412,1,KB,2.172,150
0.0,RANK,A1NM7ZPZ3NH412,1,KB,2.235,150
0.36,RANK,A1NM7ZPZ3NH412,0,KB,2.338,75
0.12,RANK,A1NM7ZPZ3NH412,0,KB,1.607,150
0.04,RANK,A1NM7ZPZ3NH412,1,KB,2.218,75
0.02,RANK,A1NM7ZPZ3NH412,1,KB,1.877,300
0.18,RANK,A1NM7ZPZ3NH412,0,KB,1.374,150
0.11,RANK,A1NM7ZPZ3NH412,0,KB,2.04,150
0.46,RANK,A1NM7ZPZ3NH412,0,KB,1.624,75
0.33,RANK,A1NM7ZPZ3NH412,0,KB,1.652,300
0.1,RANK,A1NM7ZPZ3NH412,0,KB,1.333,300
0.03,RANK,A1NM7ZPZ3NH412,1,KB,2.746,150
0.14,RANK,A1NM7ZPZ3NH412,0,KB,1.992,150
0.04,RANK,A1NM7ZPZ3NH412,0,KB,4.368,300
0.3,RANK,A1NM7ZPZ3NH412,0,KB,1.524,75
0.05,RANK,A1NM7ZPZ3NH412,1,KB,1.869,75
0.14,RANK,A1NM7ZPZ3NH412,0,KB,1.852,75
0.03,RANK,A1NM7ZPZ3NH412,1,KB,2.562,300
0.36,RANK,A1NM7ZPZ3NH412,0,KB,2.568,150
0.05,RANK,A1NM7ZPZ3NH412,0,KB,1.611,300
0.19,RANK,A1NM7ZPZ3NH412,0,KB,1.69,75
0.29,RANK,A1NM7ZPZ3NH412,0,KB,1.651,300
0.04,RANK,A1NM7ZPZ3NH412,0,KB,2.736,300
0.07,RANK,A21TGZU9EXJ272,1,LL,6.613,75
0.01,RANK,A21TGZU9EXJ272,1,LL,6.72,75
0.11,RANK,A21TGZU9EXJ272,0,LL,6.878,150
0.03,RANK,A21TGZU9EXJ272,1,LL,6.916,300
0.38,RANK,A21TGZU9EXJ272,0,LL,3.906,75
0.46,RANK,A21TGZU9EXJ272,0,LL,1.369,150
0.23,RANK,A21TGZU9EXJ272,0,LL,1.521,300
0.36,RANK,A21TGZU9EXJ272,0,LL,0.976,150
0.38,RANK,A21TGZU9EXJ272,0,LL,1.053,75
0.22,RANK,A21TGZU9EXJ272,0,LL,0.751,300
0.09,RANK,A21TGZU9EXJ272,0,LL,1.798,300
0.52,RANK,A21TGZU9EXJ272,0,LL,0.651,300
0.01,RANK,A21TGZU9EXJ272,1,LL,0.959,300
0.1,RANK,A21TGZU9EXJ272,0,LL,0.836,300
0.05,RANK,A21TGZU9EXJ272,1,LL,0.889,75
0.06,RANK,A21TGZU9EXJ272,0,LL,0.558,300
0.07,RANK,A21TGZU9EXJ272,0,LL,0.791,150
0.32,RANK,A21TGZU9EXJ272,0,LL,0.995,300
0.16,RANK,A21TGZU9EXJ272,0,LL,0.987,75
0.24,RANK,A21TGZU9EXJ272,0,LL,0.898,150
0.43,RANK,A21TGZU9EXJ272,0,LL,1.202,75
0.36,RANK,A21TGZU9EXJ272,0,LL,2.787,75
0.59,RANK,A21TGZU9EXJ272,0,LL,1.673,75
0.15,RANK,A21TGZU9EXJ272,0,LL,2.835,75
0.02,RANK,A21TGZU9EXJ272,1,LL,1.468,300
0.58,RANK,A21TGZU9EXJ272,0,LL,1.713,150
0.36,RANK,A21TGZU9EXJ272,0,LL,7.939,300
0.21,RANK,A21TGZU9EXJ272,0,LL,5.463,150
0.01,RANK,A21TGZU9EXJ272,1,LL,6.274,150
0.3,RANK,A21TGZU9EXJ272,0,LL,2.569,150
0.5,RANK,A21TGZU9EXJ272,0,LL,4.218,150
0.13,RANK,A141N2XGQXKPME,0,KB,4.972,300
0.13,RANK,A141N2XGQXKPME,0,KB,1.899,300
0.66,RANK,A141N2XGQXKPME,0,KB,0.572,75
0.15,RANK,A141N2XGQXKPME,0,KB,1.107,150
0.42,RANK,A141N2XGQXKPME,0,KB,0.959,150
0.23,RANK,A141N2XGQXKPME,0,KB,0.639,75
0.58,RANK,A141N2XGQXKPME,0,KB,0.203,75
0.01,RANK,A141N2XGQXKPME,1,KB,0.758,75
0.03,RANK,A141N2XGQXKPME,1,KB,1.066,75
0.03,RANK,A141N2XGQXKPME,0,KB,4.449,300
0.5,RANK,A141N2XGQXKPME,0,KB,1.134,150
0.39,RANK,A141N2XGQXKPME,0,KB,0.201,300
0.59,RANK,A141N2XGQXKPME,0,KB,0.895,300
0.72,RANK,A141N2XGQXKPME,0,KB,1.792,300
0.3,RANK,A141N2XGQXKPME,0,KB,0.821,75
0.36,RANK,A141N2XGQXKPME,0,KB,1.462,75
0.01,RANK,A141N2XGQXKPME,1,KB,0.56,75
0.26,RANK,A141N2XGQXKPME,0,KB,1.25,150
0.15,RANK,A141N2XGQXKPME,0,KB,0.728,300
0.29,RANK,A141N2XGQXKPME,0,KB,1.38,300
0.18,RANK,A141N2XGQXKPME,0,KB,4.412,150
0.24,RANK,A141N2XGQXKPME,0,KB,4.551,150
0.18,RANK,A141N2XGQXKPME,0,KB,2.314,75
0.37,RANK,A141N2XGQXKPME,0,KB,1.47,300
0.0,RANK,A141N2XGQXKPME,1,KB,1.624,150
0.44,RANK,A141N2XGQXKPME,0,KB,1.623,150
0.12,RANK,A141N2XGQXKPME,0,KB,1.14,300
0.16,RANK,A141N2XGQXKPME,0,KB,0.918,300
0.07,RANK,A141N2XGQXKPME,1,KB,1.227,75
0.21,RANK,A141N2XGQXKPME,0,KB,1.533,150
