distance,task,isComparisonCorrect,workerId,isPercentCorrect,chart,time,dataSize,timeMid
0.03,COMP,1,A2GV9WSNSPX53,1,WB,9.622,300,2.518
0.08,COMP,1,A2GV9WSNSPX53,1,WB,5.519,150,2.092
0.03,COMP,1,A2GV9WSNSPX53,1,WB,4.165,150,2.324
0.13,COMP,1,A2GV9WSNSPX53,0,WB,9.365,300,2.456
0.13,COMP,1,A2GV9WSNSPX53,0,WB,6.088,300,3.388
0.02,COMP,1,A2GV9WSNSPX53,1,WB,4.086,75,2.079
0.02,COMP,1,A2GV9WSNSPX53,1,WB,6.072,75,2.618
0.02,COMP,1,A2GV9WSNSPX53,1,WB,6.017,300,1.985
0.02,COMP,1,A2GV9WSNSPX53,1,WB,4.148,300,1.936
0.03,COMP,1,A39F4C1JL69VL5,1,TM,5.963,75,4.111
0.08,COMP,1,A39F4C1JL69VL5,1,TM,6.736,150,2.701
0.12,COMP,1,A39F4C1JL69VL5,0,TM,7.013,75,2.186
0.02,COMP,1,A39F4C1JL69VL5,1,TM,5.262,300,2.235
0.12,COMP,1,A39F4C1JL69VL5,0,TM,5.556,75,2.233
0.03,COMP,1,A39F4C1JL69VL5,1,TM,4.446,300,2.338
0.03,COMP,1,A39F4C1JL69VL5,1,TM,4.744,150,2.858
0.02,COMP,1,A39F4C1JL69VL5,1,TM,5.432,300,3.505
0.23,COMP,1,A39F4C1JL69VL5,0,TM,4.688,150,2.237
0.18,COMP,1,A39F4C1JL69VL5,0,TM,5.676,150,2.292
0.13,COMP,1,A39F4C1JL69VL5,0,TM,8.516,75,2.148
0.03,COMP,1,A39F4C1JL69VL5,1,TM,3.18,300,2.073
0.02,COMP,1,A39F4C1JL69VL5,1,TM,3.911,300,2.139
0.03,COMP,1,A39F4C1JL69VL5,1,TM,4.309,150,2.845
0.13,COMP,1,A39F4C1JL69VL5,0,TM,5.95,75,2.098
0.12,COMP,1,A39F4C1JL69VL5,0,TM,3.89,150,2.134
0.13,COMP,1,A39F4C1JL69VL5,0,TM,3.057,150,2.094
0.02,COMP,1,A39F4C1JL69VL5,1,TM,5.424,300,2.057
0.02,COMP,1,A39F4C1JL69VL5,1,TM,3.685,300,2.298
0.07,COMP,1,A39F4C1JL69VL5,1,TM,3.328,75,2.192
0.02,COMP,1,A39F4C1JL69VL5,1,TM,5.394,75,2.15
0.03,COMP,1,A39F4C1JL69VL5,1,TM,3.515,75,1.94
0.03,COMP,1,A39F4C1JL69VL5,1,TM,5.598,150,2.033
0.23,COMP,1,A39F4C1JL69VL5,0,TM,4.103,300,2.268
0.08,COMP,1,A39F4C1JL69VL5,1,TM,4.783,150,2.011
0.03,COMP,1,A39F4C1JL69VL5,1,TM,6.107,75,2.236
0.13,COMP,1,A39F4C1JL69VL5,0,TM,4.675,75,1.929
0.33,COMP,1,A39F4C1JL69VL5,0,TM,4.294,300,3.016
0.17,COMP,1,A39F4C1JL69VL5,0,TM,4.053,150,2.102
0.27,COMP,1,A39F4C1JL69VL5,0,TM,3.995,300,2.246
0.27,COMP,1,A3PQ0KHESAZZ0Y,0,ZP,11.165,300,6.093
0.48,COMP,0,A3PQ0KHESAZZ0Y,0,ZP,12.673,150,6.803
0.37,COMP,1,A3PQ0KHESAZZ0Y,0,ZP,2.806,150,2.064
0.27,COMP,1,A3PQ0KHESAZZ0Y,0,ZP,4.327,150,3.187
0.28,COMP,0,A3PQ0KHESAZZ0Y,0,ZP,4.474,300,2.078
0.08,COMP,1,A3PQ0KHESAZZ0Y,1,ZP,8.243,75,3.373
0.33,COMP,0,A3PQ0KHESAZZ0Y,0,ZP,2.784,150,2.02
0.17,COMP,1,A3PQ0KHESAZZ0Y,0,ZP,3.993,300,3.033
0.42,COMP,1,A3PQ0KHESAZZ0Y,0,ZP,10.224,150,2.802
0.32,COMP,1,A3PQ0KHESAZZ0Y,0,ZP,6.24,300,4.038
0.47,COMP,1,A3PQ0KHESAZZ0Y,0,ZP,9.758,75,7.938
0.23,COMP,0,A3PQ0KHESAZZ0Y,0,ZP,7.194,75,3.19
0.33,COMP,0,A3PQ0KHESAZZ0Y,0,ZP,4.578,300,3.149
0.53,COMP,0,A3PQ0KHESAZZ0Y,0,ZP,6.445,75,3.152
0.02,COMP,1,A3PQ0KHESAZZ0Y,1,ZP,7.935,150,4.447
0.02,COMP,1,A3PQ0KHESAZZ0Y,1,ZP,2.646,150,1.928
0.32,COMP,1,A3PQ0KHESAZZ0Y,0,ZP,4.981,150,3.905
0.47,COMP,1,A3PQ0KHESAZZ0Y,0,ZP,5.699,150,4.576
0.08,COMP,0,A3PQ0KHESAZZ0Y,1,ZP,4.461,75,3.189
0.28,COMP,1,A3PQ0KHESAZZ0Y,0,ZP,5.422,75,4.198
0.73,COMP,0,A3PQ0KHESAZZ0Y,0,ZP,5.061,300,3.579
0.48,COMP,0,A3PQ0KHESAZZ0Y,0,ZP,5.358,150,3.914
0.67,COMP,1,A3PQ0KHESAZZ0Y,0,ZP,6.997,300,2.518
0.43,COMP,0,A3PQ0KHESAZZ0Y,0,ZP,5.961,75,2.855
0.42,COMP,1,A3PQ0KHESAZZ0Y,0,ZP,4.773,300,2.871
0.27,COMP,0,A3PQ0KHESAZZ0Y,0,ZP,7.489,75,5.755
0.72,COMP,1,A3PQ0KHESAZZ0Y,0,ZP,4.651,75,2.17
0.23,COMP,0,A3PQ0KHESAZZ0Y,0,ZP,5.805,300,3.424
0.32,COMP,0,A3PQ0KHESAZZ0Y,0,ZP,5.811,75,3.345
0.22,COMP,1,A3PQ0KHESAZZ0Y,0,ZP,8.142,300,3.618
0.07,COMP,1,A3HW4QDJB63OQ2,1,TM,6.027,75,2.083
0.03,COMP,1,A3HW4QDJB63OQ2,1,TM,5.138,150,3.027
0.07,COMP,1,A3HW4QDJB63OQ2,1,TM,5.314,300,2.634
0.03,COMP,1,A3HW4QDJB63OQ2,1,TM,7.317,150,2.79
0.02,COMP,1,A3HW4QDJB63OQ2,1,TM,8.773,75,2.453
0.13,COMP,1,A3HW4QDJB63OQ2,0,TM,9.71,150,4.143
0.07,COMP,1,A3HW4QDJB63OQ2,1,TM,5.879,150,2.094
0.02,COMP,1,A3HW4QDJB63OQ2,1,TM,5.337,75,2.563
0.02,COMP,1,A3HW4QDJB63OQ2,1,TM,6.624,150,2.809
0.02,COMP,1,A3HW4QDJB63OQ2,1,TM,3.649,75,2.178
0.23,COMP,1,A3HW4QDJB63OQ2,0,TM,7.778,75,5.643
0.03,COMP,1,A3HW4QDJB63OQ2,1,TM,7.95,150,6.263
0.07,COMP,1,A3HW4QDJB63OQ2,1,TM,6.4,75,4.649
0.13,COMP,1,A3HW4QDJB63OQ2,0,TM,6.152,300,4.832
0.07,COMP,1,A3HW4QDJB63OQ2,1,TM,7.739,150,4.492
0.12,COMP,1,A3HW4QDJB63OQ2,0,TM,9.566,300,6.009
0.08,COMP,1,A3HW4QDJB63OQ2,1,TM,7.837,150,3.365
0.08,COMP,1,A3HW4QDJB63OQ2,1,TM,4.874,300,2.294
0.08,COMP,1,A3HW4QDJB63OQ2,1,TM,5.619,75,3.939
0.12,COMP,1,A3HW4QDJB63OQ2,0,TM,5.231,75,2.655
0.02,COMP,0,A3HW4QDJB63OQ2,1,TM,6.38,300,3.853
0.02,COMP,1,A3HW4QDJB63OQ2,1,TM,9.185,75,4.362
0.13,COMP,1,A3HW4QDJB63OQ2,0,TM,7.226,150,2.98
0.03,COMP,1,A3HW4QDJB63OQ2,1,TM,4.164,300,2.603
0.03,COMP,0,A3HW4QDJB63OQ2,1,TM,6.498,300,2.779
0.12,COMP,1,A3HW4QDJB63OQ2,0,TM,5.03,300,3.67
0.07,COMP,1,A3HW4QDJB63OQ2,1,TM,4.492,150,3.086
0.28,COMP,1,A3HW4QDJB63OQ2,0,TM,6.139,75,4.251
0.17,COMP,1,A3HW4QDJB63OQ2,0,TM,5.9,300,3.875
0.13,COMP,1,A3HW4QDJB63OQ2,0,TM,7.295,300,4.294
0.22,COMP,1,AT6LDQNLKTUSE,0,PB,15.456,75,3.572
0.02,COMP,1,AT6LDQNLKTUSE,1,PB,6.222,300,3.469
0.03,COMP,1,AT6LDQNLKTUSE,1,PB,7.368,150,1.729
0.07,COMP,1,AT6LDQNLKTUSE,1,PB,4.36,150,2.162
0.03,COMP,1,AT6LDQNLKTUSE,1,PB,8.89,75,2.626
0.07,COMP,1,AT6LDQNLKTUSE,1,PB,9.096,300,3.337
0.12,COMP,1,AT6LDQNLKTUSE,0,PB,6.219,300,1.741
0.02,COMP,1,AT6LDQNLKTUSE,1,PB,6.931,75,1.656
0.02,COMP,1,AT6LDQNLKTUSE,1,PB,7.638,300,3.434
0.03,COMP,1,AT6LDQNLKTUSE,1,PB,7.461,150,3.248
0.07,COMP,1,AT6LDQNLKTUSE,1,PB,6.017,150,1.919
0.08,COMP,1,AT6LDQNLKTUSE,1,PB,10.93,300,3.165
0.13,COMP,1,AT6LDQNLKTUSE,0,PB,4.548,300,3.17
0.07,COMP,1,AT6LDQNLKTUSE,1,PB,6.572,75,2.114
0.08,COMP,1,AT6LDQNLKTUSE,1,PB,5.975,300,2.601
0.08,COMP,1,AT6LDQNLKTUSE,1,PB,6.82,75,3.013
0.03,COMP,1,AT6LDQNLKTUSE,1,PB,3.651,300,2.202
0.07,COMP,1,AT6LDQNLKTUSE,1,PB,6.494,75,4.332
0.03,COMP,1,AT6LDQNLKTUSE,1,PB,3.185,75,1.854
0.12,COMP,1,AT6LDQNLKTUSE,0,PB,3.561,300,2.286
0.13,COMP,1,AT6LDQNLKTUSE,0,PB,8.309,75,2.625
0.08,COMP,1,AT6LDQNLKTUSE,1,PB,6.146,150,3.051
0.07,COMP,1,AT6LDQNLKTUSE,1,PB,3.069,300,1.72
0.02,COMP,1,AT6LDQNLKTUSE,1,PB,4.735,75,1.915
0.03,COMP,1,AT6LDQNLKTUSE,1,PB,5.669,150,2.078
0.17,COMP,1,AT6LDQNLKTUSE,0,PB,4.457,75,2.082
0.13,COMP,1,AT6LDQNLKTUSE,0,PB,4.694,150,1.878
0.02,COMP,1,AT6LDQNLKTUSE,1,PB,3.176,150,1.398
0.07,COMP,1,AT6LDQNLKTUSE,1,PB,6.067,150,1.607
0.02,COMP,1,AT6LDQNLKTUSE,1,PB,4.333,150,1.549
0.13,COMP,1,A3QC57KUVJP5EW,0,KB,5.614,300,3.534
0.12,COMP,1,A3QC57KUVJP5EW,0,KB,5.236,300,3.267
0.12,COMP,1,A3QC57KUVJP5EW,0,KB,5.927,75,3.344
0.03,COMP,1,A3QC57KUVJP5EW,1,KB,4.695,75,2.719
0.07,COMP,1,A3QC57KUVJP5EW,1,KB,3.724,300,2.468
0.08,COMP,1,A3QC57KUVJP5EW,1,KB,4.654,75,2.366
0.02,COMP,1,A3QC57KUVJP5EW,1,KB,4.114,300,2.473
0.12,COMP,1,A3QC57KUVJP5EW,0,KB,5.42,75,2.308
0.18,COMP,1,A3QC57KUVJP5EW,0,KB,3.616,300,2.424
0.03,COMP,1,A3QC57KUVJP5EW,1,KB,6.465,75,2.305
0.03,COMP,1,A3QC57KUVJP5EW,1,KB,5.816,150,3.697
0.03,COMP,1,A3QC57KUVJP5EW,1,KB,4.792,150,3.311
0.02,COMP,1,A3QC57KUVJP5EW,1,KB,7.692,75,2.396
0.12,COMP,0,A3QC57KUVJP5EW,0,KB,9.073,150,3.697
0.18,COMP,1,A3QC57KUVJP5EW,0,KB,4.686,75,2.894
0.03,COMP,1,A3QC57KUVJP5EW,1,KB,4.965,300,3.782
0.07,COMP,1,A3QC57KUVJP5EW,1,KB,5.451,150,4.708
0.07,COMP,1,A3QC57KUVJP5EW,1,KB,3.819,75,1.836
0.03,COMP,1,A3QC57KUVJP5EW,1,KB,4.976,75,2.297
0.12,COMP,1,A3QC57KUVJP5EW,0,KB,6.947,150,3.635
0.18,COMP,1,A3QC57KUVJP5EW,0,KB,4.859,300,3.891
0.18,COMP,1,A3QC57KUVJP5EW,0,KB,5.683,150,4.107
0.03,COMP,1,A3QC57KUVJP5EW,1,KB,3.65,300,2.724
0.18,COMP,1,A3QC57KUVJP5EW,0,KB,5.096,300,3.121
0.03,COMP,0,A3QC57KUVJP5EW,1,KB,5.348,150,1.812
0.07,COMP,1,A3QC57KUVJP5EW,1,KB,5.826,150,4.146
0.03,COMP,1,A3QC57KUVJP5EW,1,KB,5.478,300,3.243
0.03,COMP,0,A3QC57KUVJP5EW,1,KB,6.318,75,3.815
0.08,COMP,0,A3QC57KUVJP5EW,1,KB,10.82,150,3.661
0.08,COMP,1,A3QC57KUVJP5EW,1,KB,3.906,150,2.155
0.37,COMP,1,A15781PHGW377Y,0,TM,11.467,300,4.83
0.08,COMP,1,A15781PHGW377Y,1,TM,13.228,300,5.212
0.03,COMP,1,A15781PHGW377Y,1,TM,11.206,300,5.391
0.03,COMP,1,A15781PHGW377Y,1,TM,11.451,150,3.891
0.12,COMP,1,A15781PHGW377Y,0,TM,22.161,75,2.783
0.27,COMP,1,A15781PHGW377Y,0,TM,10.951,75,4.197
0.12,COMP,1,A15781PHGW377Y,0,TM,12.605,300,3.148
0.02,COMP,1,A15781PHGW377Y,1,TM,11.643,75,6.113
0.27,COMP,1,A15781PHGW377Y,0,TM,12.798,150,3.886
0.02,COMP,1,A15781PHGW377Y,1,TM,15.286,75,5.541
0.37,COMP,1,A15781PHGW377Y,0,TM,8.571,75,3.962
0.17,COMP,1,A15781PHGW377Y,0,TM,15.41,150,4.561
0.13,COMP,1,A15781PHGW377Y,0,TM,12.479,150,3.19
0.22,COMP,1,A15781PHGW377Y,0,TM,10.258,300,4.14
0.23,COMP,1,A15781PHGW377Y,0,TM,13.419,300,3.934
0.07,COMP,1,A15781PHGW377Y,1,TM,11.31,75,4.997
0.23,COMP,1,A15781PHGW377Y,0,TM,12.603,150,6.94
0.03,COMP,1,A15781PHGW377Y,1,TM,6.229,75,2.373
0.13,COMP,1,A15781PHGW377Y,0,TM,13.301,150,5.169
0.13,COMP,1,A15781PHGW377Y,0,TM,11.636,150,6.011
0.08,COMP,1,A15781PHGW377Y,1,TM,11.517,150,4.411
0.28,COMP,1,A15781PHGW377Y,0,TM,20.438,150,16.126
0.08,COMP,1,A15781PHGW377Y,1,TM,35.09,150,25.438
0.23,COMP,1,A15781PHGW377Y,0,TM,43.48,150,38.844
0.23,COMP,1,A15781PHGW377Y,0,TM,56.468,150,48.123
0.12,COMP,1,A15781PHGW377Y,0,TM,7.64,150,3.642
0.43,COMP,1,A15781PHGW377Y,0,TM,9.784,300,4.523
0.22,COMP,1,A15781PHGW377Y,0,TM,11.122,300,3.965
0.23,COMP,1,A15781PHGW377Y,0,TM,6.764,75,2.402
0.18,COMP,1,A15781PHGW377Y,0,TM,9.625,75,2.598
0.37,COMP,1,A385F5ZBEV6GWD,0,PB,7.657,75,3.252
0.02,COMP,1,A385F5ZBEV6GWD,1,PB,5.744,75,3.975
0.02,COMP,1,A385F5ZBEV6GWD,1,PB,9.556,75,2.277
0.78,COMP,1,A385F5ZBEV6GWD,0,PB,26.61,150,22.983
0.67,COMP,0,A385F5ZBEV6GWD,0,PB,7.611,150,4.853
0.28,COMP,1,A385F5ZBEV6GWD,0,PB,7.876,75,2.759
0.12,COMP,0,A385F5ZBEV6GWD,0,PB,8.821,300,5.221
0.13,COMP,0,A385F5ZBEV6GWD,0,PB,10.186,75,4.354
0.03,COMP,1,A385F5ZBEV6GWD,1,PB,7.139,150,5.737
0.07,COMP,0,A385F5ZBEV6GWD,1,PB,7.369,75,5.361
0.72,COMP,0,A385F5ZBEV6GWD,0,PB,8.239,300,5.429
0.27,COMP,1,A385F5ZBEV6GWD,0,PB,8.991,75,4.621
0.03,COMP,0,A385F5ZBEV6GWD,1,PB,6.055,300,4.723
0.07,COMP,0,A385F5ZBEV6GWD,1,PB,8.679,300,4.438
0.08,COMP,1,A385F5ZBEV6GWD,1,PB,10.318,300,4.486
0.08,COMP,1,A385F5ZBEV6GWD,1,PB,10.175,150,6.384
0.22,COMP,1,A385F5ZBEV6GWD,0,PB,14.145,150,3.56
0.12,COMP,1,A385F5ZBEV6GWD,0,PB,7.604,300,2.592
0.02,COMP,0,A385F5ZBEV6GWD,1,PB,15.605,75,5.408
0.27,COMP,1,A385F5ZBEV6GWD,0,PB,8.092,75,6.176
0.43,COMP,0,A385F5ZBEV6GWD,0,PB,11.903,150,10.269
0.73,COMP,0,A385F5ZBEV6GWD,0,PB,9.715,300,3.631
0.67,COMP,1,A385F5ZBEV6GWD,0,PB,9.356,300,4.206
0.43,COMP,1,A385F5ZBEV6GWD,0,PB,8.3,300,2.646
0.13,COMP,1,A385F5ZBEV6GWD,0,PB,11.133,150,5.185
0.52,COMP,0,A385F5ZBEV6GWD,0,PB,30.713,300,15.164
0.37,COMP,1,A385F5ZBEV6GWD,0,PB,13.051,150,11.5
0.12,COMP,1,A385F5ZBEV6GWD,0,PB,12.398,150,9.432
0.03,COMP,1,A385F5ZBEV6GWD,1,PB,15.113,75,13.529
0.17,COMP,1,A385F5ZBEV6GWD,0,PB,10.62,150,8.779
0.02,COMP,1,A3FHPIYGA20PBN,1,ZP,24.591,150,4.911
0.02,COMP,1,A3FHPIYGA20PBN,1,ZP,9.082,150,3.764
0.13,COMP,1,A3FHPIYGA20PBN,0,ZP,6.325,75,3.503
0.18,COMP,1,A3FHPIYGA20PBN,0,ZP,14.112,75,3.169
0.08,COMP,1,A3FHPIYGA20PBN,1,ZP,6.02,300,2.598
0.03,COMP,1,A3FHPIYGA20PBN,1,ZP,5.064,150,2.363
0.03,COMP,1,A3FHPIYGA20PBN,1,ZP,4.574,300,2.739
0.03,COMP,1,A3FHPIYGA20PBN,1,ZP,8.189,300,2.815
0.07,COMP,1,A3FHPIYGA20PBN,1,ZP,9.535,75,5.811
0.13,COMP,1,A3FHPIYGA20PBN,0,ZP,3.805,75,2.178
0.02,COMP,1,A3FHPIYGA20PBN,1,ZP,4.41,300,2.189
0.07,COMP,1,A3FHPIYGA20PBN,1,ZP,5.542,150,2.953
0.07,COMP,1,A3FHPIYGA20PBN,1,ZP,4.825,150,2.926
0.03,COMP,1,A3FHPIYGA20PBN,1,ZP,12.793,150,9.566
0.07,COMP,1,A3FHPIYGA20PBN,1,ZP,12.421,75,3.039
0.07,COMP,1,A3FHPIYGA20PBN,1,ZP,6.48,150,1.852
0.22,COMP,1,A3FHPIYGA20PBN,0,ZP,8.857,75,2.578
0.08,COMP,1,A3FHPIYGA20PBN,1,ZP,5.819,300,2.136
0.12,COMP,1,A3FHPIYGA20PBN,0,ZP,3.533,75,1.749
0.02,COMP,1,A3FHPIYGA20PBN,1,ZP,4.838,150,2.56
0.18,COMP,1,A3FHPIYGA20PBN,0,ZP,8.995,300,3.056
0.17,COMP,1,A3FHPIYGA20PBN,0,ZP,4.79,75,2.745
0.03,COMP,1,A3FHPIYGA20PBN,1,ZP,6.376,300,2.912
0.08,COMP,1,A3FHPIYGA20PBN,1,ZP,5.178,150,2.418
0.03,COMP,1,A3FHPIYGA20PBN,1,ZP,7.293,75,2.913
0.07,COMP,1,A3FHPIYGA20PBN,1,ZP,5.703,150,2.636
0.02,COMP,1,A3FHPIYGA20PBN,1,ZP,8.873,300,2.304
0.02,COMP,1,A3FHPIYGA20PBN,1,ZP,5.128,300,2.178
0.08,COMP,1,A3FHPIYGA20PBN,1,ZP,8.684,75,2.539
0.07,COMP,1,A3FHPIYGA20PBN,1,ZP,8.332,300,2.234
0.02,COMP,1,A52FUUEDGSZT9,1,TM,8.002,75,3.282
0.03,COMP,1,A52FUUEDGSZT9,1,TM,6.993,300,3.382
0.07,COMP,1,A52FUUEDGSZT9,1,TM,6.208,150,2.857
0.03,COMP,1,A52FUUEDGSZT9,1,TM,6.749,300,2.094
0.08,COMP,1,A52FUUEDGSZT9,1,TM,5.605,75,1.834
0.18,COMP,1,A52FUUEDGSZT9,0,TM,10.47,75,3.007
0.12,COMP,1,A52FUUEDGSZT9,0,TM,8.472,75,2.996
0.07,COMP,1,A52FUUEDGSZT9,1,TM,5.3,300,2.468
0.17,COMP,1,A52FUUEDGSZT9,0,TM,5.241,300,2.281
0.13,COMP,1,A52FUUEDGSZT9,0,TM,6.191,75,1.925
0.08,COMP,1,A52FUUEDGSZT9,1,TM,6.164,150,2.838
0.18,COMP,1,A52FUUEDGSZT9,0,TM,5.329,300,1.789
0.08,COMP,1,A52FUUEDGSZT9,1,TM,6.108,75,1.919
0.27,COMP,1,A52FUUEDGSZT9,0,TM,4.999,75,1.846
0.12,COMP,1,A52FUUEDGSZT9,0,TM,4.395,150,2.062
0.33,COMP,1,A52FUUEDGSZT9,0,TM,5.346,150,1.936
0.03,COMP,1,A52FUUEDGSZT9,1,TM,6.823,300,3.341
0.03,COMP,1,A52FUUEDGSZT9,1,TM,5.323,75,1.94
0.03,COMP,1,A52FUUEDGSZT9,1,TM,5.227,300,1.999
0.13,COMP,1,A52FUUEDGSZT9,0,TM,5.211,150,2.046
0.07,COMP,1,A52FUUEDGSZT9,1,TM,5.892,150,2.398
0.17,COMP,1,A52FUUEDGSZT9,0,TM,5.731,150,1.941
0.12,COMP,1,A52FUUEDGSZT9,0,TM,5.615,75,2.134
0.28,COMP,1,A52FUUEDGSZT9,0,TM,5.352,300,2.344
0.02,COMP,1,A52FUUEDGSZT9,1,TM,3.967,150,1.848
0.02,COMP,1,A52FUUEDGSZT9,1,TM,5.511,75,1.905
0.18,COMP,1,A52FUUEDGSZT9,0,TM,5.363,150,2.149
0.03,COMP,1,A52FUUEDGSZT9,1,TM,4.548,150,1.959
0.13,COMP,1,A52FUUEDGSZT9,0,TM,5.747,300,2.249
0.08,COMP,1,A52FUUEDGSZT9,1,TM,6.503,300,2.854
0.07,COMP,1,A3TN3GQAO61BVB,1,LL,15.016,150,6.71
0.03,COMP,1,A3TN3GQAO61BVB,1,LL,12.744,150,7.554
0.03,COMP,1,A3TN3GQAO61BVB,1,LL,12.986,150,7.43
0.03,COMP,1,A3TN3GQAO61BVB,1,LL,12.772,300,9.308
0.07,COMP,1,A3TN3GQAO61BVB,1,LL,10.102,75,5.736
0.08,COMP,1,A3TN3GQAO61BVB,1,LL,7.444,75,3.728
0.07,COMP,1,A3TN3GQAO61BVB,1,LL,6.546,75,3.724
0.03,COMP,1,A3TN3GQAO61BVB,1,LL,11.758,300,8.21
0.12,COMP,1,A3TN3GQAO61BVB,0,LL,15.272,300,9.428
0.22,COMP,1,A3TN3GQAO61BVB,0,LL,12.768,150,7.766
0.07,COMP,1,A3TN3GQAO61BVB,1,LL,6.644,75,2.402
0.02,COMP,1,A3TN3GQAO61BVB,1,LL,13.494,300,4.01
0.08,COMP,1,A3TN3GQAO61BVB,1,LL,10.132,150,5.58
0.08,COMP,1,A3TN3GQAO61BVB,1,LL,10.654,300,8.428
0.02,COMP,1,A3TN3GQAO61BVB,1,LL,11.632,300,10.298
0.02,COMP,1,A3TN3GQAO61BVB,1,LL,13.5,150,4.818
0.03,COMP,1,A3TN3GQAO61BVB,1,LL,17.114,150,14.444
0.02,COMP,1,A3TN3GQAO61BVB,1,LL,7.868,300,3.386
0.02,COMP,1,A3TN3GQAO61BVB,1,LL,17.728,75,16.076
0.02,COMP,1,A3TN3GQAO61BVB,1,LL,11.546,150,10.024
0.08,COMP,1,A3TN3GQAO61BVB,1,LL,6.384,75,2.228
0.03,COMP,1,A3TN3GQAO61BVB,1,LL,9.138,150,4.662
0.07,COMP,1,A3TN3GQAO61BVB,1,LL,13.744,300,11.106
0.02,COMP,1,A3TN3GQAO61BVB,1,LL,12.868,300,10.708
0.02,COMP,1,A3TN3GQAO61BVB,1,LL,12.766,75,5.214
0.02,COMP,1,A3TN3GQAO61BVB,1,LL,9.166,150,7.792
0.07,COMP,1,A3TN3GQAO61BVB,1,LL,7.07,75,4.358
0.08,COMP,1,A3TN3GQAO61BVB,1,LL,8.026,75,4.978
0.02,COMP,1,A3TN3GQAO61BVB,1,LL,7.984,75,4.422
0.02,COMP,1,A3TN3GQAO61BVB,1,LL,22.43,300,20.846
0.03,COMP,1,A32QWM7BWCSPTS,1,ZP,34.262,300,6.171
0.07,COMP,1,A32QWM7BWCSPTS,1,ZP,19.921,75,4.528
0.22,COMP,1,A32QWM7BWCSPTS,0,ZP,15.933,150,5.416
0.03,COMP,1,A32QWM7BWCSPTS,1,ZP,12.924,150,2.531
0.13,COMP,1,A32QWM7BWCSPTS,0,ZP,14.461,75,2.457
0.12,COMP,1,A32QWM7BWCSPTS,0,ZP,9.673,75,3.21
0.03,COMP,1,A32QWM7BWCSPTS,1,ZP,16.105,150,2.888
0.17,COMP,1,A32QWM7BWCSPTS,0,ZP,8.404,75,3.254
0.68,COMP,1,A32QWM7BWCSPTS,0,ZP,20.638,75,3.313
0.22,COMP,1,A32QWM7BWCSPTS,0,ZP,16.171,75,2.375
0.03,COMP,1,A32QWM7BWCSPTS,1,ZP,25.517,300,5.893
0.03,COMP,1,A32QWM7BWCSPTS,1,ZP,17.137,300,5.84
0.07,COMP,1,A32QWM7BWCSPTS,1,ZP,16.607,150,2.813
0.02,COMP,1,A32QWM7BWCSPTS,1,ZP,9.893,75,1.983
0.03,COMP,1,A32QWM7BWCSPTS,1,ZP,4.339,300,2.477
0.03,COMP,1,A32QWM7BWCSPTS,1,ZP,10.988,75,2.087
0.03,COMP,1,A32QWM7BWCSPTS,1,ZP,4.913,300,3.027
0.02,COMP,1,A32QWM7BWCSPTS,1,ZP,9.984,150,2.268
0.02,COMP,1,A32QWM7BWCSPTS,1,ZP,14.128,150,3.322
0.07,COMP,1,A32QWM7BWCSPTS,1,ZP,19.343,300,1.864
0.07,COMP,1,A32QWM7BWCSPTS,1,ZP,16.709,75,4.557
0.02,COMP,1,A32QWM7BWCSPTS,1,ZP,15.023,150,3.016
0.03,COMP,1,A32QWM7BWCSPTS,1,ZP,17.331,150,1.738
0.02,COMP,1,A32QWM7BWCSPTS,1,ZP,10.351,300,3.005
0.07,COMP,1,A32QWM7BWCSPTS,1,ZP,11.972,150,2.582
0.02,COMP,1,A32QWM7BWCSPTS,1,ZP,14.45,300,2.792
0.08,COMP,1,A32QWM7BWCSPTS,1,ZP,5.279,300,2.329
0.02,COMP,1,A32QWM7BWCSPTS,1,ZP,4.814,300,2.929
0.52,COMP,1,A32QWM7BWCSPTS,0,ZP,15.078,75,4.54
0.63,COMP,1,A32QWM7BWCSPTS,0,ZP,11.05,150,3.023
0.02,COMP,1,AA9V4NE8SOA4I,1,KB,13.61,300,5.108
0.02,COMP,1,AA9V4NE8SOA4I,1,KB,7.034,300,5.243
0.07,COMP,1,AA9V4NE8SOA4I,1,KB,9.818,150,2.11
0.02,COMP,1,AA9V4NE8SOA4I,1,KB,6.156,150,2.914
0.03,COMP,1,AA9V4NE8SOA4I,1,KB,7.983,75,2.429
0.12,COMP,1,AA9V4NE8SOA4I,0,KB,7.153,75,4.712
0.02,COMP,1,AA9V4NE8SOA4I,1,KB,5.63,150,2.49
0.08,COMP,1,AA9V4NE8SOA4I,1,KB,5.006,150,3.926
0.02,COMP,1,AA9V4NE8SOA4I,1,KB,12.306,150,7.947
0.02,COMP,1,AA9V4NE8SOA4I,1,KB,8.6,75,5.255
0.02,COMP,1,AA9V4NE8SOA4I,1,KB,10.268,75,2.717
0.12,COMP,1,AA9V4NE8SOA4I,0,KB,6.483,300,4.414
0.22,COMP,1,AA9V4NE8SOA4I,0,KB,5.672,75,4.147
0.02,COMP,1,AA9V4NE8SOA4I,1,KB,6.549,150,2.191
0.03,COMP,1,AA9V4NE8SOA4I,1,KB,5.663,75,2.757
0.27,COMP,1,AA9V4NE8SOA4I,0,KB,5.874,300,2.515
0.03,COMP,1,AA9V4NE8SOA4I,1,KB,3.841,150,2.234
